大分類,小分類,產品編號,中文品名,日文品名,英文品名/規格,單位,季節/備註,
飛機貨(鮮活),鮮魚/活口海鮮,,本鮪腩(不連赤身),No.1 Otoro,Fresh Bluefin Tuna No.1 Belly (4kg~6kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,本鮪腩 (連赤身),No.1 Otoro,Fresh Bluefin Tuna No.1 Belly (5kg~8kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,本鮪中腩,CHU-toro,Fresh Bluefin Tuna No.2 belly (4kg~7kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,本鮪赤身,Akami,Fresh Bluefin Tuna Akami (1kg~5KG),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,天然劍魚,Kajiki Maguro,Fresh Wild Swordfish No.1 Belly (3-4kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,銀鱈魚,Gindara,Fresh Wild Japanese sablefish (1.7-2.5kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,鰆魚,Sawara,Fresh Wild Japanese Spanish Mackerel (3-4kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,油甘魚,Hamachi,Fresh Aquaculture Yellowtail (4-6kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,油甘魚片半身,Hamachi 1/2,Fresh Aquaculture Yellowtail Half (2-3kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,鱆紅魚/間八,Kanpachi,Fresh Pirplish Amberjack (2.8-5kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,鱆紅魚/間八 半身,Kanpachi 1/2,Fresh Pirplish Amberjack half (1.5-2.5kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,鰤魚腩 1/4,Buri (HARA ),Fresh Aquaculture amberjack 1/4 (2-4kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,平政,Hiramasa,Fresh yellowtail amberjack (4.5-7kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,平政(半身),Hiramasa (Half),Fresh yellowtail amberjack Half (3-4kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,鰹,Katsuo,Fresh Wild bonito (4-5kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,鰹半身,Katsuo (half),Fresh Wild Bonito half (2-3kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,鰹1/4腹,Katsuo (1/4),Fresh Wild Bonito 1/4 (1.2-1.8kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,大池魚,Shimaaji,Fresh White trevally (1.0kg~2kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,櫻鱒,Sakura masu,Fresh Wild Masu salmon (3kg~4kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,沙甸魚,IWASHI,Fresh Wild Japanese Sardine (80g~120g),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,秋刀魚,Sanma,Fresh Wild Pacific Saury (80g-140g),KG,AUTUMN,
飛機貨(鮮活),鮮魚/活口海鮮,,池魚,Aji,Fresh Wild jack mackerel (160g~300g),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,釣池魚,Tsuriaji,Fresh Wild jack mackerel (160g~300g),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,伊佐木,Isaki,Fresh Wild Chicken grunt (400G-1Kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,魴鮄魚,Houbou,Fresh Wild Bluefin searobin (0.4kg~1kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,飛魚,Tobiuo,Fresh Wild flyingfish (0.3kg~0.8kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,赤鯥魚,Akamutsu,Fresh Blackthroat Seaperch (400～800g),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,黑鯥魚,Kuromutsu,Fresh Gnomefish (1kg~1.8kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,鱸魚,Suzuki,Fresh Wild Japanese Sea Bass (1.5kg~3kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,剝皮魚,KAWAHAGI,Fresh Wild Leatherfish (250-500g),KG,WINTER,
飛機貨(鮮活),鮮魚/活口海鮮,,馬面剝,UMAZURAHAGI,Fresh Wild Black scraper (250-400g),KG,WINTER-SPRING,
飛機貨(鮮活),鮮魚/活口海鮮,,鯛魚,Tai,Fresh Red Sea Bream (2kg~3kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,金目鯛,Kinmedai,Fresh Wild Splendid alfonsino (1.0kg~2.5kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,地金目鯛,Ji-Kinmedai,Fresh Wild Splendid alfonsino (1.0kg~1.8kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,赤甘鯛,Akaamadai,Fresh Wild Japanese Barnquillo (800g-1.3kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,的鯛,Matoudai,Fresh Wild JOHN Dory (1kg~1.5kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,石垣鯛,Ishigakidai,Fresh Wild Spotted Parrotfish (1kg~1.5kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,石鯛,Ishidai,Japanese Fresh Rock Bream (1kg~1.5kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,疣鯛,Ebodai,Fresh Pacific rudderfish (180g~300g),KG,SPRING-AUTUMN,
飛機貨(鮮活),鮮魚/活口海鮮,,尾長鯛,Onagadai,Fresh Etelis (700g~1.8kg),KG,AUTUMN-SPRING,
飛機貨(鮮活),鮮魚/活口海鮮,,喜之次,Kinki,Fresh Wild Idiot (300～800g),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,鮫鰈,Samegarei,Fresh Wild Roughscale Sole (2kg~4kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,泳鮃目魚,Live Hirame,Live Bastard Halibut (1.2～1.6kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,鮃目魚 (活殺),Hirame (Ike jime),Fresh Wild Bastard Halibut (1.2～1.6kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,金線鯛/紅杉魚,Itoyori,Fresh Wild Goldenthread (400g~1kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,鯖魚,Saba,Fresh Wild Mackerel (500g~1kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,眼仁奈,Mejina,Fresh Wild Girella Leonina (0.5kg~1kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,赤目張/目張,Mebaru,Fresh White-edged rockfish (300g~500g),KG,SPRING-SUMMER,
飛機貨(鮮活),鮮魚/活口海鮮,,石頭魚,Okoze,Fresh Stone fish (250g~400g),KG,SPRING-SUMMER,
飛機貨(鮮活),鮮魚/活口海鮮,,石斑(九絵),Kue,Fresh tawny grouper (1.5kg~10kg),KG,WINTER-SPRING,
飛機貨(鮮活),鮮魚/活口海鮮,,赤血引,Akachibiki,Fresh Bonnet mouth Fish (1kg~2kg),KG,AUTUMN-WINTER,
飛機貨(鮮活),鮮魚/活口海鮮,,笠子魚,Kasago,Fresh Wild Marbled rockfish (0.4kg~1kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,愛女魚,Ainame,Fresh Fat greenling (600g~1.5kg),KG,SPRING-AUTUMN,
飛機貨(鮮活),鮮魚/活口海鮮,,赤矢柄,Yagara,Fresh Red Fistularia (1kg~2.5kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,太刀魚,Tachuo,Fresh Wild Cutlassfish (0.8kg~1.5kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,白倉魚,MANA KATSUO,Live Japanese Harvestfish (2kg~3kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,赤羽太,Akahata,Fresh Red grouper (400g~1kg),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,青羽太,Kihata,Fresh Green grouper (600g~1.2KG),KG,All,
飛機貨(鮮活),鮮魚/活口海鮮,,八角,Hakkaku,Fresh Agonus (400g~800g),KG,WINTER-SPRING,
飛機貨(鮮活),小型魚/細魚,,梭子魚,Kamasu,Fresh Barracuda Fish (200g~250g),KG,All,
飛機貨(鮮活),小型魚/細魚,,針魚,Sayori,Fresh Wild Japanese halfbeak (100-150G),KG,WINTER,
飛機貨(鮮活),小型魚/細魚,,小肌,Kohada,Fresh Wild Dottedgizzardshad (30g~50g),KG,All,
飛機貨(鮮活),小型魚/細魚,,沙搥魚,Kisu,Fresh Wild Sillaginidae (30g~50g),KG,All,
飛機貨(鮮活),小型魚/細魚,,目光魚,Mehikari,Fresh Green Eyes Fish (20~60g),KG,OCT-MAY,
飛機貨(鮮活),小型魚/細魚,,公魚,Wakasaki,Fresh wild Japanese smelt (10g~35g),KG,All,
飛機貨(鮮活),小型魚/細魚,,鮎魚(幼),Chiayu,Fresh Ayu sweetfish (200g/pk),PK,SUMMER,
飛機貨(鮮活),小型魚/細魚,,希靈魚,NISHIN,Fresh Japan Herring (200g~600g),KG,SPRING-SUMMER,
飛機貨(鮮活),小型魚/細魚,,穴子(開邊),ANAGO (HIRAKI),Cut Japanese conger eel (120g～300g),KG,All,
飛機貨(鮮活),小型魚/細魚,,活〆穴子,ANAGO,Japanese conger eel (50g~200g),KG,All,
飛機貨(鮮活),小型魚/細魚,,素白魚,Isaza,Live Ice goby (200g/pk),PK,MARCH-APRIL,
飛機貨(鮮活),小型魚/細魚,,穴子小魚,Sorenore,Fresh Japanese Baby conger eel (200g/pk),PK,JAN-MAR,
飛機貨(鮮活),貝類/軟體海鮮,,錫烏賊,Surumeika,Fresh Wild Japanese Common Squid (800G-1KG),KG,All,
飛機貨(鮮活),貝類/軟體海鮮,,槍烏賊,Yariika,Fresh Wild Spear Squid (300g~500g),KG,All,
飛機貨(鮮活),貝類/軟體海鮮,,障泥烏賊,Aoriika,Fresh Wild Big Fin Reef Squid (1kg~3kg),KG,All,
飛機貨(鮮活),貝類/軟體海鮮,,墨烏賊,Sumiika,Fresh Small cuttlefish (200g~500g),KG,NOV-JUN,
飛機貨(鮮活),貝類/軟體海鮮,,水蛸足,MizuTako Ashi,Fresh Otopus leg (800g~1.3kg),KG,All,
飛機貨(鮮活),貝類/軟體海鮮,,劍先烏賊,Shiro ika,White squid (200~800g),KG,SPRING-AUTUMN,
飛機貨(鮮活),貝類/軟體海鮮,,熟螢烏賊,Hotaruika (Boiru),Boiled Firefly Squid (200g/pk),PK,FEB-MAY,
飛機貨(鮮活),貝類/軟體海鮮,,生螢烏賊,Nama Hotaruika,Fresh Firefly Squid (200g/pk),PK,MARCH-MAY,
飛機貨(鮮活),貝類/軟體海鮮,,帆立貝肉 12玉,Hotate Mukimi 12pc,Fresh Scallop meat (500g/pk),PK,All,
飛機貨(鮮活),貝類/軟體海鮮,,帆立貝肉 15玉,Hotate Mukimi 15pc,Fresh Scallop meat (500g/pk),PK,All,
飛機貨(鮮活),貝類/軟體海鮮,,帆立貝肉 18玉,Hotate Mukimi 18pc,Fresh Scallop meat (500g/pk),PK,All,
飛機貨(鮮活),貝類/軟體海鮮,,帆立貝(殼付),Karatsuki Hotate,Live Scallop With Shell (150-400g),PC,All,
飛機貨(鮮活),貝類/軟體海鮮,,平貝(殼付),Karatsuki Tairagai,Live Japanese Pen Shell (500g~1Kg),PC,All,
飛機貨(鮮活),貝類/軟體海鮮,,(活)牡蠣,Japanese Kaki,Live Oyster (80G- 200g),PC,All,
飛機貨(鮮活),貝類/軟體海鮮,,(活)岩牡蠣,Japanese IwaKaki,Live Rock Oyster (200G- 500g),PC,SUMMER,
飛機貨(鮮活),貝類/軟體海鮮,,生蠔肉,Muki kaki,Oyster Meat (500g),KG,WINTER-SPRING,
飛機貨(鮮活),貝類/軟體海鮮,,小柱(黃),Kobashira(Yellow),Fresh Wild Hen Clam (150g/pk),PK,All,
飛機貨(鮮活),貝類/軟體海鮮,,剝身青柳,Aoyaki Mukimi,Fresh Wild Mactra chinensis meat (100g/pk),PK,All,
飛機貨(鮮活),貝類/軟體海鮮,,青柳 (殼付),Aoyaki with shell,Fresh Mactra chinensis (60g~80g),KG,AUTUMN-SPRING,
飛機貨(鮮活),貝類/軟體海鮮,,蜆,Asari,Live Japanese Short-Neck Clam (20g~30g),KG,All,
飛機貨(鮮活),貝類/軟體海鮮,,大和蜆,YamatoShizimi,Live Japanese Freshwater Clam (5g~10g),KG,All,
飛機貨(鮮活),貝類/軟體海鮮,,大蛤,Hamaguri,Live Japanese Hard Clam (40g~120g),KG,All,
飛機貨(鮮活),貝類/軟體海鮮,,地蛤,JI-Hamaguri,Live Japanese Hard Clam (60g~150g),KG,All,
飛機貨(鮮活),貝類/軟體海鮮,,粒貝,Tsubugai,Live boiled spiral shellfish (200g~600g),KG,All,
飛機貨(鮮活),貝類/軟體海鮮,,赤貝(中國),Akagai (China),Fresh Ark Shell Clam (130~160g),KG,All,
飛機貨(鮮活),貝類/軟體海鮮,,赤貝(日本),Akagai (Japan),Fresh Ark Shell Clam (120~180g),KG,All,
飛機貨(鮮活),貝類/軟體海鮮,,北寄貝(殼付),Karatsuki Hokkigai,Live Surf Clam With Shell (250g~500g),KG,All,
飛機貨(鮮活),貝類/軟體海鮮,,白象拔蚌(殼付),Shio Mirugai,Live Japanese White Geoduck (300g~500g),KG,All,
飛機貨(鮮活),貝類/軟體海鮮,,本象拔蚌(殼付),Hon mirugai,Live Japanese Geoduck (400g~650g),KG,All,
飛機貨(鮮活),貝類/軟體海鮮,,白貝(殼付),Shirogai,Fresh Northern great tellin (40g~60g),KG,SPRING-SUMMER,
飛機貨(鮮活),貝類/軟體海鮮,,白梅貝(殼付),Shiro Baigai,Fresh white Areola Babylon (20g~50g),KG,All,
飛機貨(鮮活),貝類/軟體海鮮,,黑梅貝(殼付),Kuro Baigai,Fresh black Areola Babylon (30g~50g),KG,All,
飛機貨(鮮活),貝類/軟體海鮮,,亀の手(殼付),Kamenote,Fresh Japanese Goose barnacles (60g~120g),KG,FEB-AUGUST,
飛機貨(鮮活),貝類/軟體海鮮,,馬蹄螺(殼付),Shittaka gai,Fresh Trochus snail (30g~50g),KG,APRIL-SEP,
飛機貨(鮮活),貝類/軟體海鮮,,內ムラメムラメ貝(殼付),Uchimurasaki gai,Fresh Purple butter clam (150g~250g),KG,MARCH-DEC,
飛機貨(鮮活),貝類/軟體海鮮,,烏貝(殼付),Torigai,Fresh Japanese Cockle (80g~150g),KG,FEB-JUNE,
飛機貨(鮮活),貝類/軟體海鮮,,石垣貝(殼付),Ishigaki gai,Fresh Japanese Bering Sea cockle (50g~80g),KG,JULY-OCT,
飛機貨(鮮活),貝類/軟體海鮮,,姬榮螺(殼付),Himesazae,Fresh Horned Turban SMALL (40g~60g),KG,MARCH-JUNE,
飛機貨(鮮活),貝類/軟體海鮮,,榮螺(殼付),Sazae,Fresh Japanese Horned Turban (100g~400g),KG,All,
飛機貨(鮮活),貝類/軟體海鮮,,檜扇貝(殼付),Hiougi gai,Fresh Noble scallop (90g~130g),PC,NOV-MAY,
飛機貨(鮮活),貝類/軟體海鮮,,大溝貝,Oomizo kai,Fresh Razor clam (70g~150g),KG,WINTER-SPRING,
飛機貨(鮮活),貝類/軟體海鮮,,(活)黑鮑魚,Kuro Awabi,Live Japanese Disk Abalone (200g~500g),KG,All,
飛機貨(鮮活),貝類/軟體海鮮,,(活)赤鮑魚,Aka Awabi,Live Japanese Ruber Abalone (200g~490g),KG,All,
飛機貨(鮮活),貝類/軟體海鮮,,(活)蝦夷鮑魚,EzoAwabi,Live Japanese Disk Abalone Small (100~150g),KG,All,
飛機貨(鮮活),貝類/軟體海鮮,,韓國鮑,Kankoku Awabi,Live Korean Abalone (100～110ｇ),KG,All,
飛機貨(鮮活),蝦蟹類,,(活)牡丹蝦,Botan Ebi,Live Japanese Botan shrimp (30g~50g),KG,All,
飛機貨(鮮活),蝦蟹類,,(活)縞蝦,Shima ebi,Fresh morotoge shrimp (16g~40g),KG,All,
飛機貨(鮮活),蝦蟹類,,(活)車海老,Kuruma Ebi,Live Japanese Tiger Prawn (20g~45g),KG,All,
飛機貨(鮮活),蝦蟹類,,(活)伊勢海老,IseEbi,Live Japanese Spiny Lobster (250g~800g),KG,All,
飛機貨(鮮活),蝦蟹類,,赤座海老,Akazaebi,Live Japanese langoustine (100g~130g),KG,All,
飛機貨(鮮活),蝦蟹類,,葡萄海老,Budouebi,Fresh Hokkaido Pandalus (50g~80g),KG,SPRING-SUMMER,
飛機貨(鮮活),蝦蟹類,,白海老肉,Muki Shiroebi,Fresh small Wihte shrimp w/ no shell (200g~300/pk),PK,All,
飛機貨(鮮活),蝦蟹類,,生櫻花蝦,Namarei sakuraebi,Fresh Sakura shrimp (500g/pk),PK,APRIL-JUNE,
飛機貨(鮮活),蝦蟹類,,有殻白蝦,Karatsuki shiroebi,Fresh small Wihte shrimp w/ shell (200g/ 500g),PK,SUMMER-AUTUMN,
飛機貨(鮮活),蝦蟹類,,冷凍芝蝦 (剝身),Shibaebi (Muki),Frozen Shiba shrimp (500 g/pk),PK,All,
飛機貨(鮮活),蝦蟹類,,瀬尿蝦 (PK),Shako(Chilled),Chilled Mantis Shrimp (300g~500g/pk),PK,SUMMER-AUTUMN,
飛機貨(鮮活),蝦蟹類,,(活)松葉蟹,Zuwaigani,Live Queen crab (600g~1.2KG),KG,WINTER-SPRING,
飛機貨(鮮活),蝦蟹類,,花咲蟹,Hanasakigani,Fresh brown king crab (600g~1KG),KG,SUMMER,
飛機貨(鮮活),蝦蟹類,,毛蟹,Kegani,Fresh Hairy Crab (400ｇ～1KG),KG,All,
飛機貨(鮮活),蝦蟹類,,(活)香箱蟹,Seikogani,Live Fresh Kobako crab (100g~200g),PC,WINTER-SPRING,
飛機貨(鮮活),蝦蟹類,,拆肉香箱蟹,Muki Seikogani,Kobako crab Meat w/ shell boiled (100g~200g),PC,WINTER-SPRING,
飛機貨(鮮活),蝦蟹類,,栗蟹,Kurigani,Fresh Helmet crab (300g~800g),KG,APRIL-JUNE,
飛機貨(鮮活),蝦蟹類,,渡蟹,Watarigani,Fresh Swimming crabs (500g~600g),KG,MAY-JAN,
飛機貨(鮮活),蝦蟹類,,(活)沢蟹,Japanese Zawagani,Live Japanese Zawagani (100g/pk),PK,MID MAR-NOV,
飛機貨(鮮活),蝦蟹類,,蟹棒,Kani Bou,Queen crab leg meat (350g~400g),PK,All,
飛機貨(鮮活),蝦蟹類,,松葉蟹肉碎,Zuwai gani meat,Fresh Queen crab meat (200g),PK,All,
飛機貨(鮮活),海膽/魚卵/肝,,海膽 (並排／亂排),Uni(Narabi/Bara),Japanese sea urchin (250G~400g),PK,All,
飛機貨(鮮活),海膽/魚卵/肝,,塩水海膽,Kaisui uni,Japanese urchin In sea water (100g),PK,All,
飛機貨(鮮活),海膽/魚卵/肝,,(活)原隻海膽,Karatsuki Bafu Uni,Live Japanese Sea Urchin With Shell (30g~35g),PC,MAY-AUGUST,
飛機貨(鮮活),海膽/魚卵/肝,,白子,SHIRAKO,Fresh Japanese COD sperm (500g/pk),PK,WINTER,
飛機貨(鮮活),海膽/魚卵/肝,,鯛白子,Tai shirako,Fresh Japanese sea bream sperm (500g/pk),PK,MARCH-MAY,
飛機貨(鮮活),海膽/魚卵/肝,,生筋子,Sujiko,Fresh salmon roe (150g~180g),KG,AUG-DEC,
飛機貨(鮮活),海膽/魚卵/肝,,烏魚籽,Borako,Fresh Mullet Roe (200~250g),KG,NOV-DEC,
飛機貨(鮮活),海膽/魚卵/肝,,数之子,Kazunoko,Fresh Herring Roe (500g~1KG),PK,SEASONAL,
飛機貨(鮮活),海膽/魚卵/肝,,赤海參,Akanomako,Fresh Red sea cucumbers (150g~400g),KG,NOV-MARCH,
飛機貨(鮮活),海膽/魚卵/肝,,魚子醤,Kyabia,Caviar in can (30g/50g/100g),CAN,All,
飛機貨(鮮活),海膽/魚卵/肝,,鮟肝 (中國),ANKIMO(CHINESE),Fresh Chinese Anglerfish LIVER (500g up),KG,WINTER-SPRING,
飛機貨(鮮活),海膽/魚卵/肝,,鮟肝 (日本),ANKIMO,Fresh Japanese Anglerfish LIVER (500g up),KG,AUTUMN-SPRING,
飛機貨(鮮活),海膽/魚卵/肝,,鮑肝,Awabi kimo,FrozenAbalone liver (1kg/pk),PK,All,
飛機貨(鮮活),加工/其他,,冷凍切骨門鱔,Homo (honekira),Boneless blotched snakehead (500g/pk),PK,All,
飛機貨(鮮活),加工/其他,,煮八爪足,Takonoyawarakani,Slow cooked Octopus Leg (600~750g),PK,All,
飛機貨(鮮活),加工/其他,,海雲 (粗/幼),Mozuku,Small Thin marine alga (500g/1kg),PK,All,
飛機貨(鮮活),加工/其他,,子持昆布,Komochi Konbu,Fresh herring spawn on kelp,KG,SUMMER-AUTUMN,
飛機貨(鮮活),加工/其他,,生紫菜,Nama nori,Fresh Seaweed (100g),PK,All,
飛機貨(鮮活),加工/其他,,絹豆腐,Kinu tofu,Silk Tofu (200g),PK,All,
飛機貨(鮮活),加工/其他,,高野豆腐,Kouya tofu,Freeze-dried tofu (200g),PK,All,
飛機貨(鮮活),加工/其他,,厚揚 (AIR),Atsuage,Fried tofu in pack (1-6pc),PK,All,
飛機貨(鮮活),加工/其他,,海膽豆腐,Uni tofu,Sea Urchin Tofu (200g),PK,All,
飛機貨(鮮活),加工/其他,,蟹味噌豆腐,Gani miso tofu,Crab Miso Tofu (200g),PK,All,
飛機貨(鮮活),加工/其他,,刺身湯葉,Yuba toro,Fresh Yuba (300g),PK,All,
飛機貨(鮮活),加工/其他,,板湯葉,Itayuba,Yuba in sheet (100g),PK,All,
飛機貨(鮮活),加工/其他,,新鮮海草,Nama wakame,Fresh Wakame (500g~1KG),KG,All,
飛機貨(鮮活),加工/其他,,鮮雞冠草,Nama Tosaka,Fresh Tosaka MIX (500ｇ/pc),PK,All,
飛機貨(鮮活),加工/其他,,海葡萄,Umi budou,Fresh Sea Grape (100g/pk),PK,SUMMER-AUTUMN,
飛機貨(鮮活),加工/其他,,鯛魚酒盗,Tai shuto,Pickled salted sea Bream (500g/pk),BTL,All,
飛機貨(鮮活),加工/其他,,呑拿魚酒盗,Maguro shuto,Pickled salted tuna (250g~380g),BTL,All,
飛機貨(鮮活),加工/其他,,鱈魚塩辛,Chanja,Pickled salted COD fish guts (500g),BTL,All,
飛機貨(鮮活),加工/其他,,鮎塩辛,Ayu Uruka,Pickled salted Ayu sweetfish guts (50g~80g),BTL,SUMMER,
飛機貨(鮮活),加工/其他,,白板昆布,Hattera,Dried White Konbu (100PC/PK),PK,All,
飛機貨(鮮活),加工/其他,,岩塩板,Ganen plate,Japanese Pink salt plate (400g~800g),PC,All,
飛機貨(鮮活),加工/其他,,酢味噌,Sumiso,Mustard sour Miso paste (1kg/pc),PK,All,
飛機貨(鮮活),加工/其他,,味付鰻魚骨 (小吃),Tsuke Unagi Hone,Flavored fried eel bone snack (500g/pk),PK,All,
飛機貨(鮮活),加工/其他,,青桔JELLY,Kabosu Jelly,Kabosu Fruits Jelly,PK,All,
飛機貨(鮮活),加工/其他,,酢橘JELLY,Sudachi Jelly,Citrus Sudachi Jelly,PK,All,
飛機貨(鮮活),加工/其他,,最中皮,Monaka,Japanese Wagashi Monaka shell (100pc/box),BOX,All,
飛機貨(鮮活),野菜/果物,,日本大葉,Ohba,Japanese Shiso (50g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,本地大葉,Ohba,Local Shiso (50g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,花穗,Hanahojiso,Japanese Hanahojiso (50g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,食用花,Edible flower,Japanese Edible Flower (30g/pk),PK,All,
飛機貨(鮮活),野菜/果物,,三葉,Mitsuba,Japanese Hornwort (50g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,水菜,Mizuna,Japanese Potherb Mustard (100g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,四季紅,Benitade,Japanese Benitade (50g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,水晶菜,Barafu,Japanese Barafu (100g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,紅楓葉/ 青楓葉,AKA/AO Momiji,Japanese Red Momiji (50g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,板本菊,Sakamotogiku,Japanese Edible Chrysanthemum (80g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,小菊,Kogiku,Japanese Mini Edible Chrysanthemum (50g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,金魚草,Kingyoso,Japanese Antirrhinum Majus (30g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,木之芽,Kinome,Japanese Kinome (50g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,紫芽,Murame,Purple Shiso bud (50g/pk),PK,SPRING-AUTUMN,
飛機貨(鮮活),野菜/果物,,黃柚子/青柚子,Yellow/Green Yuzu,Japanese Yuzu (20~30G/pc),PC,All,
飛機貨(鮮活),野菜/果物,,青檸,Sudachi,Japanese Sudachi (10g / pc),PK,All,
飛機貨(鮮活),野菜/果物,,松葉(針),Matsuba,Japanese Matsuba (80g / pk),PK,SPRING-AUTUMN,
飛機貨(鮮活),野菜/果物,,松柏/檜葉,Hiba,Japanese Matsuba (200g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,青南天,Ao Nanntenn,Japanese Green Nanntenn (50g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,赤南天,Aka Nanntenn,Japanese Red Nanntenn (50g / pk),PK,WINTER-SPRING,
飛機貨(鮮活),野菜/果物,,明日葉,Asita No Ha,Japanese Asita No Ha (50g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,立桂,Tachikatsura,Japanese Tachitade (50g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,白粟米,White Corn,Japanese White Corn (0.4kg / pc),PC,SUMMER,
飛機貨(鮮活),野菜/果物,,胡蔥/浅葱,Asatsuki,Japanese Shantou (50g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,小笹／迷你竹葉,Ozasa,Japanese Edazasa (50g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,防風,Boufu,Japanese Boufu (50g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,新鮮芥辣根,Nama Wasabi,Japanese Fresh Wasabi (80g~120g/pc),PC,All,
飛機貨(鮮活),野菜/果物,,小玫瑰,Rose,Japanese Rose (50g / pk),PK,All,
飛機貨(鮮活),野菜/果物,,丸茄子,Marunasu,Japanese Round Egg Plant (180g~220g),PC,All,
飛機貨(鮮活),野菜/果物,,長茄子,Naganasu,Japanese Long Egg Plant (80g~120g),KG,All,
飛機貨(鮮活),野菜/果物,,水茄子,Mizunasu,Japanese America Egg Plant (100g / pc),PC,All,
飛機貨(鮮活),野菜/果物,,千兩茄子,Senryo Nasu,Japanese Senryo Egg Plant (70g~100g),KG,All,
飛機貨(鮮活),野菜/果物,,小茄子,Konasu,Japanese Little Egg Plant (25pc~30pc),PK,All,
飛機貨(鮮活),野菜/果物,,日本蕃茄,Tomato,Japanese Tomato (15g~20g),PC,All,
飛機貨(鮮活),野菜/果物,,果蕃茄,Fruit Tomato,Japanese Fruit Tomato (12~18pc / pk),BOX,All,
飛機貨(鮮活),野菜/果物,,迷你蕃茄,Mini Tomato,Japanese Mini Tomato (20pc~25pc /pk),PK,All,
飛機貨(鮮活),野菜/果物,,米高蕃茄,Micro Tomato,Micro Tomato (200g/pk),PK,All,
飛機貨(鮮活),野菜/果物,,日本青瓜,Kyuri,Japanese Cucumber (100g~150g),KG,All,
飛機貨(鮮活),野菜/果物,,苦瓜,GOYA,Japanese Balsam pear (100g~150g),PC,All,
